Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2010-01-01,6.3371100425720215,6.487879620623541,6.291066984952576,6.422877160593073,2124925600
2010-01-08,6.302502155303955,6.409936346963921,6.142103626766666,6.328683380878703,2543086000
2010-01-15,6.261575222015381,6.486675694862,6.195369791461865,6.347643286217284,2544382400
2010-01-22,5.997350692749023,6.4313004981982855,5.9332518955232585,6.222751992531415,6710648000
2010-01-29,5.779475212097168,6.084924949633446,5.725306306751502,6.051220156550723,4067151200
2010-02-05,5.978695392608643,6.0111968229811845,5.74336327560737,5.796930306516463,2882171600
2010-02-12,6.106894493103027,6.148423810039114,5.883299139977731,5.961843228521984,2058428400
2010-02-19,6.078906536102295,6.115018874435972,5.889617903596248,6.074693738004556,2506820400
2010-02-26,6.341020584106445,6.347340383199757,6.07890582182594,6.090341246963885,2362194800
2010-03-05,6.786105632781982,6.786105632781982,6.458988778112215,6.468318006820903,3251687600
2010-03-12,6.760526657104492,6.8532146471924404,6.628114611304341,6.842380704236511,2149800800
2010-03-19,6.820713043212891,6.950717936896663,6.625105022397033,6.7647392831944515,2758361200
2010-03-26,7.1011881828308105,7.184246027651185,6.877894135327184,6.889931853526946,2742734400
2010-04-02,7.220956325531006,7.280240843348548,7.065071191571376,7.071391391268224,2333016000
2010-04-09,7.490898132324219,7.494208101825634,7.2363061106105935,7.265497164776269,1754281200
2010-04-16,8.01904010772705,8.027466507110002,7.27572818031587,7.480364486673497,3831612400
2010-04-23,8.084346771240234,8.199303766458463,7.716301972519919,8.064785077244238,3302611200
2010-04-30,7.410549163818359,8.142424559079261,5.996149388805389,8.104506560303752,3889589200
2010-05-07,7.7749834060668945,7.974804676169313,6.777379761135436,7.3341120891134,4763323600
2010-05-14,7.155054569244385,7.7806999313895835,7.108408826056654,7.678682307138338,4613518000
2010-05-21,7.624208927154541,7.64045983381238,6.962150220327308,7.006387594184503,4543072800
2010-05-28,7.9182281494140625,8.003091629719828,7.624212986347633,7.805979269175147,3030742400
2010-06-04,7.5387468338012695,7.881512296280825,7.2886685531508695,7.770467199131257,4277002800
2010-06-11,8.181546211242676,8.212542922173792,7.444253123690685,7.470133404515291,3390326800
2010-06-18,8.095176696777344,8.39641281301105,8.062072987953506,8.192980296661805,3761108400
2010-06-25,7.477654457092285,8.13339385781347,7.319362584946411,8.127074461713546,4030583200
2010-07-02,7.76685905456543,7.911609809394191,7.318765020745022,7.53814722076207,2701778800
2010-07-09,7.5670342445373535,7.880007553683672,7.41596415908051,7.730743125196544,3824038400
2010-07-16,7.7948431968688965,7.979316741646202,7.2104258512085195,7.61909659282804,4970277200
2010-07-23,7.767455577850342,8.004593651024331,7.706968092103298,7.73676021994082,2702504000
2010-07-30,7.875492572784424,7.953133399497966,7.670855499705527,7.700649236806598,2003391600
2010-08-06,7.577268123626709,7.889037736464943,7.406637115073969,7.817715474381093,2354920400
2010-08-13,7.519786357879639,7.6639343360205086,7.42168061696322,7.5730520255427,1862341600
2010-08-20,7.230889797210693,7.641366232013123,7.1382018032963375,7.505042726992384,2464210000
2010-08-27,7.588700771331787,7.588700771331787,7.0888464219831295,7.275126402975785,2464932400
2010-09-03,7.916721343994141,8.020543801548639,7.658819381091307,7.6765746052003685,1828472800
2010-09-10,8.322986602783203,8.325996031663564,7.866467090040951,7.920334661620689,2265944800
2010-09-17,8.69464111328125,8.810200751346425,8.236015482217594,8.356689943107323,3332635600
2010-09-24,8.539060592651367,8.869487083515907,8.2757415612389,8.790341907112666,3310400800
2010-10-01,8.703669548034668,8.787028705930554,8.359097629554215,8.611282104919274,2464680400
2010-10-08,9.09759521484375,9.102409496669331,8.727143018664393,8.778602235033055,2710089200
2010-10-15,9.314569473266602,9.59985604228302,9.028680215007801,9.251974168552929,4521073200
2010-10-22,9.185771942138672,9.377166013906892,9.055165929373196,9.301029464211283,2108223600
2010-10-29,9.577889442443848,9.635368323411283,9.05426011546034,9.155375309400227,2439166800
2010-11-05,9.529141426086426,9.66907628587509,9.435849912388639,9.569466175417732,1772066800
2010-11-12,9.281771659851074,9.524626614577057,8.960673138540619,9.509580269363767,2831043600
2010-11-19,9.473465919494629,9.49152249424879,9.185771727351279,9.267927133518004,1711091200
2010-11-26,9.574278831481934,9.599857771120742,9.355197234493831,9.441565832823743,2109816800
2010-12-03,9.622729301452637,9.75002452293588,9.51980924775185,9.53997201882064,1798115200
2010-12-10,9.66756534576416,9.782222535103616,9.587816715052249,9.619415304917867,1792677600
2010-12-17,9.738287925720215,9.802086202047558,9.576685233182161,9.679003390300403,1517972400
2010-12-24,9.740095138549805,9.830375596220522,9.675694162656843,9.715719165867103,746373600
2010-12-31,10.04313850402832,10.088880220052705,9.669375438508037,9.718729273107483,1503675600
2011-01-07,10.40275764465332,10.43164816900333,9.988067886078051,10.0509637597527,1803970000
2011-01-14,10.011536598205566,10.490626311912463,9.810510814695895,10.409072817598616,4090240000
2011-01-21,10.328423500061035,10.400347640019072,9.829471475917696,10.044339861810615,2667854000
2011-01-28,10.335342407226562,10.401849560273504,10.037115728169725,10.357311633295582,2048690000
2011-02-04,10.66938591003418,10.83369752869336,10.3374535060012,10.341365362136889,2599198000
2011-02-11,10.782538414001465,10.981155925051395,10.639292794555518,10.675706487066225,1973904800
2011-02-18,10.318489074707031,10.818644690368014,10.16320662886633,10.794870614180757,2860368000
2011-02-25,10.820454597473145,10.827375881861794,10.376273356959723,10.390115925737023,2342608800
2011-03-04,10.432544708251953,10.883949253428252,10.379279039422338,10.835799210272157,2316552000
2011-03-11,10.07052230834961,10.727766263875061,9.818337006502079,10.392221796563174,3449552400
2011-03-18,10.381393432617188,10.412390160484929,9.930891796839674,10.145458937104143,2266247200
2011-03-25,10.487922668457031,10.662766902742906,10.414193656159354,10.474681178924158,1714591200
2011-04-01,10.17404556274414,10.580609385245982,10.111450241678906,10.56616492929698,2137464000
2011-04-08,10.003714561462402,10.236338192916154,9.931490678374097,10.229416908215512,1850142000
2011-04-15,10.553825378417969,10.68714026746963,9.634767479992234,10.030196798373373,2937359600
2011-04-22,10.434954643249512,10.682925113046451,10.397939075972772,10.542990309528726,1322518400
2011-04-29,10.434954643249512,10.65162786148387,10.397337190296843,10.435857069970563,2487626400
2011-05-06,10.429537773132324,10.532759166542169,10.300136359513223,10.523430339549035,1424973200
2011-05-13,10.247775077819824,10.41990960769251,9.95285744294001,10.402155180672946,1824172000
2011-05-20,10.081355094909668,10.260412478946675,9.91343299839056,10.218581823556313,1560280400
2011-05-27,10.415388107299805,10.596852134376283,10.060585104195795,10.07533089459715,1514819600
2011-06-03,9.975726127624512,10.443981924307876,9.950447733306486,10.32751986080141,1913788800
2011-06-10,9.78523063659668,10.028688107444369,9.579691953713535,9.947435168977018,2007784800
2011-06-17,9.967905044555664,9.98174761601467,9.344064401479686,9.900495434117365,2699390400
2011-06-24,10.101516723632812,10.132513435120421,9.78312722695854,9.972115317186606,1749420400
2011-07-01,10.749431610107422,10.773506232070078,10.057278393721134,10.109942181729568,1634656800
2011-07-08,10.766586303710938,10.882145950125985,10.491229616248194,10.633271430512814,2206089200
2011-07-15,11.654951095581055,11.925191389011863,10.808718953362275,10.868905925726793,3344140800
2011-07-22,11.79127311706543,12.172860627084614,11.668792185789203,11.685945526989208,2836475600
2011-07-29,11.356420516967773,12.022391382687283,11.355818631260009,11.665481997426054,3488875600
2011-08-05,11.245976448059082,11.540893993780035,10.623640334451945,11.448807094657163,5051634000
2011-08-12,11.01576042175293,11.58513224663895,10.874922380694958,11.37748569570732,2781766400
2011-08-19,11.246577262878418,11.40426727339369,10.685933277634991,10.898995960201221,3465652400
2011-08-26,11.466561317443848,11.799095482593234,11.158703658695678,11.16983814067742,2330980400
2011-09-02,11.560155868530273,11.694674528645457,11.028701971690666,11.27727517527392,1715372400
2011-09-09,11.825584411621094,11.846650420003842,11.191812966826229,11.553839733965095,2425749200
2011-09-16,12.09221363067627,12.72538400201608,11.887878569796682,11.903226260041409,3872584800
2011-09-23,11.753652572631836,12.31579998710304,11.62244394008795,12.045861161982373,3072375600
2011-09-30,11.356420516967773,11.703099452368459,10.660356169445777,11.649832969024185,4049469200
2011-10-07,12.291130065917969,12.31580577665563,11.089191439910048,11.308573591674293,2632131600
2011-10-14,11.896300315856934,12.840939536170017,11.863198205827963,12.543915740495061,3794344400
2011-10-21,12.178577423095703,12.308281787513442,11.759072716949124,11.980261300558952,2504779200
2011-10-28,12.129828453063965,12.318214700189843,11.833406511851543,12.127721450863055,2008871200
2011-11-04,11.592655181884766,12.278187719993104,11.50026773671616,12.098528456267788,2276383200
2011-11-11,11.357624053955078,11.770809342571006,11.300145175428577,11.634485045126256,2346612800
2011-11-18,11.044053077697754,11.435269286790954,11.011552041261046,11.403069595110425,1657210800
2011-11-25,11.674210548400879,11.706410232828379,10.933606556366698,11.087084218669979,1770148800
2011-12-02,11.756362915039062,11.929401419080593,11.638997626893383,11.73138506296287,1700966400
2011-12-09,11.403668403625488,11.89900994071704,11.365750404084267,11.822270711195818,1600076800
2011-12-16,11.993805885314941,12.011260575014466,11.422629069418987,11.446403158768483,1459530800
2011-12-23,12.191516876220703,12.31098917659802,12.022090474382098,12.02810933127588,979115200
2011-12-30,12.580024719238281,12.59567294241732,12.142464302085374,12.14306538414453,1013174400
2012-01-06,12.68113899230957,12.872534607849122,12.60169169502254,12.632387862654156,1398185600
2012-01-13,12.872537612915039,12.981475724814112,12.598986552642112,12.630284613220027,1007448400
2012-01-20,13.380515098571777,13.67603291763688,12.625767366799778,12.86471034537411,2549974000
2012-01-27,13.696199417114258,13.812661503044092,13.354637674468131,13.371790213826793,1527576400
2012-02-03,14.841261863708496,14.948997013905291,13.709441704412626,13.761804966765489,2144340800
2012-02-10,15.113306045532227,15.837958803116251,14.644447497121584,14.774753751858132,4059588400
2012-02-17,15.540033340454102,15.58336911615134,15.055827887609095,15.140390829831537,2192730400
2012-02-24,16.385055541992188,16.497607335898067,15.536718353400712,15.638735141251374,3198322400
2012-03-02,16.31043243408203,16.475644869549424,15.534919022957318,16.378142580353238,3366053600
2012-03-09,17.621610641479492,18.05646312637283,16.344137246656164,16.377240165055646,4095618800
2012-03-16,18.036296844482422,18.34656129413616,17.39409845242861,17.596327229613173,3811298400
2012-03-23,18.35288429260254,18.70166949614421,17.887636993799447,18.070907612436923,2897059200
2012-03-30,19.069711685180664,19.099203281992725,17.994165203230978,18.32007868784827,3378228000
2012-04-06,18.74138832092285,19.38027592763325,18.673075499467927,18.842503511178975,2798213600
2012-04-13,17.678184509277344,18.799472830763563,17.210831842887373,18.78171679807258,4725210000
2012-04-20,18.287874221801758,18.597838055461867,16.701941919606465,17.79674685103067,4515509600
2012-04-27,17.50905418395996,18.24213482260262,17.419976716309726,18.208731374923005,2341805200
2012-05-04,17.16900062561035,17.404935038408137,16.814198186675572,17.36641595426345,2301266800
2012-05-11,15.953216552734375,17.287867875735863,15.953216552734375,17.00288104124879,2506624400
2012-05-18,17.01251220703125,17.348959079998163,15.714274488899271,16.06877632563778,3139396400
2012-05-25,17.385976791381836,17.499428648564336,16.80637281967342,16.990546660160575,1730120000
2012-06-01,17.205110549926758,17.373633721343975,16.50633814025011,17.12807078890094,2247420000
2012-06-08,17.19939422607422,17.710082640379188,17.05404323505807,17.20150122802274,2013314800
2012-06-15,17.38416862487793,17.755222746584867,17.13980783552612,17.18344414995938,1822366000
2012-06-22,17.12476921081543,17.520199481395395,17.02124803105841,17.425405247022475,1351224000
2012-06-29,18.35528564453125,18.487697267791102,17.28124525525011,17.394095997475155,1547688800
2012-07-06,18.023061752319336,18.654124277213803,17.835879247908622,18.26952801127166,2207657200
2012-07-13,18.487106323242188,18.518102244571974,18.056165622128244,18.14494259518718,1595874000
2012-07-20,17.30020523071289,18.490707688115386,17.153348350943887,18.448275152880083,2734524800
2012-07-27,18.290590286254883,18.549696911706384,17.201202653139894,17.304122718893083,1962066400
2012-08-03,18.68000030517578,18.808500108056354,18.404042502516678,18.466336476047097,1403819200
2012-08-10,19.231979370117188,19.300585494627356,18.69884981990348,18.699151651341744,1325816800
2012-08-17,20.026533126831055,20.396762404363457,19.30662654490564,19.3425912873459,2854317200
