Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2012-08-24,20.06401252746582,20.577800656991293,19.812559498976967,19.932241314068115,1637272000
2012-08-31,20.438779830932617,20.499830497371413,19.863940933754996,20.16616949466868,1433784800
2012-09-07,20.641569137573242,20.7177307258778,19.82615785808376,20.492569334641047,2632240800
2012-09-14,21.11667251586914,21.276551172559778,20.789963395128503,20.85252643321908,2035451600
2012-09-21,20.591398239135742,21.309188822120127,19.95762654271663,21.22879675459109,2900738400
2012-09-28,20.152570724487305,20.585059783278467,19.664472032734153,20.513733928328527,2501704800
2012-10-05,18.982940673828125,20.12838440901832,18.845428221455425,20.104207229055753,3127034400
2012-10-12,19.120153427124023,19.729142695241553,18.854494973240655,19.027066681640658,2307950400
2012-10-19,18.4220027923584,19.202959967345034,18.3014138998862,19.0720958959905,3212815200
2012-10-26,18.02910614013672,18.556796105925397,17.761936977263908,18.41867679098595,1889734000
2012-11-02,16.252309799194336,18.041500110307155,16.177962432620305,18.0094640169599,3353221200
2012-11-09,15.958269119262695,16.84662762851937,15.867187730164561,16.407610241731348,3245746000
2012-11-16,17.053686141967773,17.364885019065255,15.354996579777957,15.945515124051367,3105967200
2012-11-23,17.893461227416992,18.04192546196286,17.081006135953587,17.219754680827876,2472299200
2012-11-30,16.61466407775879,18.052248862587817,15.746038955195555,17.81543379550761,3534518400
2012-12-07,16.081830978393555,16.856336208311205,15.835605040926266,16.801687073628365,3122274400
2012-12-14,15.840168952941895,16.24002041875546,15.217770981480186,15.628249394791915,3323930400
2012-12-21,15.637660026550293,15.916674926582075,15.321906440545172,15.559024840141563,1529578400
2012-12-28,16.458614349365234,16.850269309347475,15.426952699693494,15.492836838138428,1927254000
2013-01-04,15.894204139709473,16.35325919157979,15.641904246799788,16.30285985499471,2545947600
2013-01-11,15.261788368225098,15.949159026098302,14.675824441056731,15.818000418997133,3105970000
2013-01-18,13.677560806274414,15.635530595441313,13.669969205655242,15.13548700694303,3256831200
2013-01-25,13.829061508178711,14.044927602362144,13.206967730394043,13.713690897060168,3301191600
2013-02-01,14.215550422668457,14.269591513695968,13.419488944999465,13.938962965842158,2888236400
2013-02-08,14.24863052368164,14.808999264070163,14.145717834779568,14.474915469839823,2590184800
2013-02-15,13.621684074401855,14.357646057063217,13.522741831002534,14.317640234661019,1751013600
2013-02-22,13.47938346862793,13.898361835117518,13.365171943545247,13.719105354232001,2114599200
2013-03-01,13.148959159851074,13.381046738845402,12.795331679845665,13.375548996437862,2702361200
2013-03-08,13.207594871520996,13.40639595137357,12.982835668109404,13.125142581525617,2041054400
2013-03-15,13.825372695922852,14.077004941172788,13.35264750848296,13.373413680059834,2468849600
2013-03-22,13.51785945892334,14.351236536136453,13.486100243525293,13.881870119523532,1964611600
2013-03-29,13.061620712280273,13.549615071025956,12.98619269769962,13.494646616935995,1640914800
2013-04-05,13.263479232788086,13.375246842796052,12.816099738349177,12.96329199624874,1695430800
2013-04-12,11.972339630126953,13.257979695165728,11.901796951955603,13.257979695165728,2473259600
2013-04-19,12.471024513244629,12.680818662244782,11.760103881240484,11.847748134022668,3057922000
2013-04-26,13.605195045471191,13.698944524176627,12.46705058955761,12.514689810337924,3024700000
2013-05-03,13.948745727539062,14.222975653971357,13.716048146652776,13.78200965280248,2212781200
2013-05-10,13.358954429626465,14.131449496543587,12.876952928949736,14.077961630720417,2443736400
2013-05-17,13.591348648071289,13.782244232861329,13.221239736672892,13.496362170255956,2131564400
2013-05-24,13.881534576416016,13.971295564937067,13.50712195062869,13.551695449043626,1346408000
2013-05-31,13.478226661682129,14.0512196356482,13.342664190565326,13.909814393296706,1756907600
2013-06-07,13.401375770568848,13.804682917166977,13.179741201603937,13.417975707934323,1691860800
2013-06-14,12.813631057739258,13.411522762173558,12.762295437346607,13.384164012130594,1394556800
2013-06-21,12.104767799377441,12.910769056962689,12.09739086904431,12.864351116225144,1980997200
2013-06-28,12.935359954833984,13.002373703119137,11.953834274705143,12.030377207260779,1680364000
2013-07-05,13.134862899780273,13.16437390446035,12.615051571683832,12.922758299554358,1532445600
2013-07-12,13.272269248962402,13.367869724881116,13.015591172787541,13.14592814639595,1155887600
2013-07-19,13.47945499420166,13.666660879824336,12.871112409671346,13.313459728728898,1667344000
2013-07-26,14.038310050964355,14.058598047240151,13.351580748962327,13.381090934838323,1286840800
2013-08-02,14.17141056060791,14.505860325081887,14.037691725641146,14.079190334764185,1483132000
2013-08-09,15.406774520874023,15.60295281193367,14.037243020483242,14.191647038755375,2759906800
2013-08-16,15.563037872314453,15.896602481711486,15.415749624691461,15.476088412128304,1811600000
2013-08-23,15.214616775512695,15.787060850343048,15.038242427259513,15.57262546968129,1525151600
2013-08-30,15.325081825256348,15.540754951622281,15.053713536199828,15.223899167440074,1185626400
2013-09-06,14.626399040222168,15.716516263008234,14.382568380127386,15.423179137883839,2746156000
2013-09-13,14.614326477050781,14.723555310675957,13.838279228777223,14.522735080886369,2103326400
2013-09-20,15.04505443572998,15.375834535969014,14.419388815536736,14.79070379721799,2379932800
2013-09-27,14.95810604095459,15.234736093839311,14.679620197980444,14.969554762004933,1454017600
2013-10-04,15.150876998901367,15.244015167555672,14.799365971903525,14.972027125458421,1442406000
2013-10-11,15.610688209533691,15.619352417412697,15.01225304038477,15.068878588197473,1354404800
2013-10-18,16.458839416503906,16.476167838298615,15.648135003216137,15.65679921411349,1921200400
2013-10-25,16.173847198486328,16.685952575511237,15.921354056467852,16.440575221423618,2153900000
2013-11-01,15.857924461364746,16.365389677932605,15.854521904146155,16.214697210615498,1270726800
2013-11-08,16.438220977783203,16.473078502642736,15.953626418029353,16.01556247693527,1190686000
2013-11-15,16.21973419189453,16.467165960463696,15.987242076260339,16.38904693413551,1227746800
2013-11-22,16.992218017578125,16.993462988416066,16.138498796042875,16.16931057764894,1217868400
2013-11-29,17.675060272216797,17.900394899507145,17.049789343255448,17.10176560423069,2067030000
2013-12-06,17.44599151611328,17.77061128812781,17.415803064110047,17.60939012781497,1565124400
2013-12-13,16.945528030395508,17.518824485677488,16.769368858133884,17.517890342247902,1731489200
2013-12-20,17.55057144165039,17.798937256238762,16.95673376882501,16.975719154740258,1309282800
2013-12-27,17.215368270874023,17.56644162683103,17.18082158752494,17.54807955932923,937283200
2014-01-03,16.698408126831055,17.23311052583039,16.60752693646123,17.206967805767903,1659966000
2014-01-10,17.250228881835938,17.43541368069729,16.49174760936899,16.801426139236415,1636947200
2014-01-17,17.310291290283203,17.344837965849607,16.803600066603458,17.164011450828756,1538490800
2014-01-24,15.554931640625,17.292871042940014,15.459072210193172,17.242450554952654,3231068400
2014-01-31,15.951127052307129,16.037339163020274,15.361024460656191,15.411755750900005,1829052400
2014-02-07,17.046024322509766,17.05917392575767,16.19909222115397,16.32433115605495,1613595200
2014-02-14,16.630226135253906,17.257674822385393,16.562909673132225,16.98465337814316,1152802000
2014-02-21,16.52127456665039,16.73731169398555,16.14336384752323,16.68157970338128,1377745600
2014-02-28,16.617704391479492,16.742943328664357,16.347500439751627,16.565416993074052,1255441600
2014-03-07,16.614578247070312,16.896679448688026,16.4705529323316,16.628354901408745,1135607200
2014-03-14,16.553518295288086,16.78959412171963,16.375052240911575,16.55633582833057,1079545600
2014-03-21,16.827796936035156,17.189113462461833,16.479319000004274,16.65465321114413,1533840000
2014-03-28,16.869436264038086,17.01627907589717,16.72728878361106,16.854719878021875,912758000
2014-04-04,16.390085220336914,16.90732254155689,16.24042318024862,16.901374786410816,1254811600
2014-04-11,16.4357852935791,16.524080220554612,16.0096591007648,16.249804781535993,1242981600
2014-04-18,17.77679443359375,17.846615746079973,16.405108966979444,16.44831671471974,1539963600
2014-04-25,18.51915168762207,18.768064432411506,17.65750492294387,17.67534985652168,2097827200
2014-05-02,18.409879684448242,18.92398666346836,18.360097136061356,18.546077727280725,1366307600
2014-05-09,18.538837432861328,18.80897669902606,18.27153143672832,18.404083074634123,1061793600
2014-05-16,19.119720458984375,19.20095203540496,18.431150433447467,18.532845439490046,1226467200
2014-05-23,20.004758834838867,20.05167171577389,19.09453628652658,19.11909408674364,1273031200
2014-05-30,20.381633758544922,20.445233510361632,19.599239444906143,20.08662231458105,1865368400
2014-06-06,20.340076446533203,20.948361784994802,20.221063988042957,20.461922174673433,1304426400
2014-06-13,20.245309829711914,20.441459549633173,20.029323856889675,20.32024267486571,755416000
2014-06-20,20.033729553222656,20.397378439658066,19.75823822735729,20.243102288294093,1012504000
2014-06-27,20.72356414794922,20.738991598601764,20.005082128703478,20.016102456940732,812364400
2014-07-04,20.94615364074707,21.33404584190869,20.611155295641232,20.74779957870616,791248000
2014-07-11,20.516395568847656,21.40017248683365,20.401791881627606,21.01668891323386,932000800
2014-07-18,21.38474464416504,21.572078464073197,20.500967742333913,20.633204962472472,1131644000
2014-07-25,21.069578170776367,21.91588847471123,21.010072778854475,21.34506952154872,927132000
2014-08-01,20.82274055480957,21.294381648107965,20.738990101769552,20.91530525204401,918684000
2014-08-08,21.5952091217041,21.610713306813686,20.660523902679174,20.877584184042792,689108000
2014-08-15,22.27739715576172,22.390355497074186,21.453456580052414,21.68380568539917,1008396000
2014-08-22,22.64728546142578,22.764674543567036,22.191017952777244,22.213166549247926,953740000
2014-08-29,21.732534408569336,22.97730340409939,21.659442521619336,22.782393395395598,1237192000
2014-09-05,22.46566390991211,22.831121660278953,21.293985094041098,21.883147551817757,1831530800
2014-09-12,22.545400619506836,22.824477667225157,21.903081181349258,22.416936393909403,1156306400
2014-09-19,21.677162170410156,22.800113049171348,21.64393843166453,22.656144641160004,1389427200
2014-09-26,22.126787185668945,22.49002959733175,21.71481684490972,21.82334615709649,1066600000
2014-10-03,22.37484359741211,22.67606911671715,21.774607924484403,22.024891861897075,1029584800
2014-10-10,21.32056999206543,22.598563079042286,21.081361035909655,22.30176809590198,1426766800
2014-10-17,23.218727111816406,23.267455035297747,21.44238172037038,21.59520990041104,1518634800
2014-10-24,23.694931030273438,23.78131174021543,23.15228111749239,23.296249530672245,890580800
2014-10-31,24.075889587402344,24.43027386862504,23.745870957588934,23.923063098200284,843602800
2014-11-07,25.096776962280273,25.236919672780612,24.11354962209445,24.191406683483525,779178400
2014-11-14,25.873132705688477,26.088909258304156,24.738639196192274,25.170192301423636,881196000
2014-11-21,26.471519470214844,26.638356777800233,25.810843460631613,26.14006982768246,856955200
2014-11-28,25.690719604492188,26.5604988892254,24.75198144450379,26.53157933728731,1012340800
2014-12-05,24.829843521118164,25.821969274986927,24.32488160129595,25.80194791350171,968635200
2014-12-12,25.058963775634766,25.058963775634766,23.637510060032792,24.571798297566453,1185819600
2014-12-19,24.916597366333008,25.245822051126186,24.838740292034412,24.972209804711564,696421200
2014-12-26,24.55400276184082,25.530557027288307,24.51618671170804,24.936616602884435,530419200
2015-01-02,24.8898983001709,24.94773570086716,23.274912905448325,24.778673443454732,1131030400
2015-01-09,23.762086868286133,25.192439108046496,23.72649578385613,25.06341782052861,1117651200
2015-01-16,25.003360748291016,25.018932168203825,23.401720984945026,23.808804573296744,923142000
2015-01-23,26.44927406311035,26.51378469048546,24.253694548410508,24.98110613865373,1714248000
2015-01-30,26.680625915527344,26.807422216344488,25.821969668885952,26.338053066599585,1243184800
2015-02-06,28.24201202392578,28.469807161802184,26.448691418842387,26.80378153443467,1170564800
2015-02-13,28.68643569946289,28.81596614420728,28.061119307475902,28.425142760269885,798714800
2015-02-20,29.126392364501953,29.836576079613973,28.275514543942222,28.72440190384511,1420599200
2015-02-27,28.23085594177246,29.159900010279657,28.085692593086318,29.03260158302237,944444800
2015-03-06,27.793123245239258,28.93656304343871,27.163339388335004,28.67526671404522,1390115600
2015-03-13,28.474281311035156,28.86510478001015,27.375509452899262,27.78196579247905,999220400
2015-03-20,27.74622917175293,28.675271390538644,27.379971930211312,28.641773603209455,953900800
2015-03-27,27.987428665161133,28.248721678019947,27.44920976783286,27.81993288196622,806312000
2015-04-03,28.26434898376465,28.6127395989707,27.766329240628295,27.79759497769269,568078000
2015-04-10,28.1772518157959,28.713240270339604,27.97402452137328,28.12811945560331,637668400
2015-04-17,28.958898544311523,29.126394296720928,27.795361588703443,28.03878963487633,859487200
2015-04-24,27.94945526123047,30.04650001877504,27.822158571057354,29.142025777880182,1627942400
2015-05-01,27.974027633666992,29.15989885616743,27.54970467116903,28.161622080158978,1099416800
2015-05-08,28.91839599609375,28.91839599609375,27.99220058032295,28.40932532228562,902575600
2015-05-15,29.465595245361328,29.519419012399055,28.75244829732073,28.945312518441803,839637600
2015-05-22,29.55304718017578,29.819917711524795,28.95651345385958,29.512681934397033,771440400
2015-05-29,29.010339736938477,29.47904338199947,28.90942319173519,29.429705795998963,744394000
2015-06-05,28.837661743164062,29.194235177107373,28.171609382913044,29.041739653890453,875420800
2015-06-12,28.678436279296875,28.77935454550212,28.19179133441965,28.74795820783082,722778000
2015-06-19,28.593219757080078,29.10901969983197,28.34653349744873,28.64031426665743,824976400
2015-06-26,28.355501174926758,28.703103960210793,27.915950753624173,28.631340661038372,780194800
2015-07-03,26.92696189880371,28.308407591547063,26.73634078957682,28.0191113011322,857455200
2015-07-10,28.819721221923828,28.8331797289711,27.182620280466402,27.34633123009823,817738800
2015-07-17,28.068450927734375,29.819925255035617,27.357543692292417,28.947551862717486,1393085600
2015-07-24,27.442758560180664,28.198515365559565,27.294745805897968,28.104326364273412,763503600
2015-07-31,25.81911277770996,27.50330974411283,25.139603683075052,27.494339118091368,1556860800
2015-08-07,25.940486907958984,27.030820038431454,24.69696457479193,25.812079878647697,1361832400
2015-08-14,25.377296447753906,26.503674437279457,25.147514375409504,25.7535062837635,940652000
2015-08-21,25.43813133239746,25.510219486801134,20.725364156303947,24.877195327233956,2301896400
2015-08-28,24.863670349121094,25.800816017664413,24.185590263926006,25.269165426568247,1205449200
2015-09-04,25.359275817871094,25.685924770924572,24.444657374348115,24.5482839506183,1010974000
2015-09-11,25.66339683532715,26.332465665676622,25.17680241607439,25.18356040931566,1011624800
2015-09-18,25.906696319580078,26.019334129665207,25.201584247185128,25.278177133059057,1043318800
2015-09-25,24.685701370239258,26.287411069787893,24.174324781055287,26.231092168168647,1248113600
2015-10-02,24.667688369750977,25.17906343634041,24.228401456132676,24.33202806860886,1068106000
2015-10-09,25.199331283569336,25.399826450202205,24.66542743922622,24.780318488002152,793674000
2015-10-16,26.019332885742188,26.03735534698618,24.805097488571537,25.181307343778187,805635600
2015-10-23,27.152475357055664,27.188520288080834,25.679172316381614,26.289669156205914,1329455200
2015-10-30,27.240331649780273,27.89363138965819,26.909176163641515,27.256100876800364,846105600
2015-11-06,26.180490493774414,27.55829112935496,26.065107621854796,27.39992383540572,815140800
2015-11-13,26.87277603149414,27.092229018715205,25.112629821105536,26.062836745528767,806026000
2015-11-20,26.703092575073242,27.130685807222516,26.49721518325888,26.96779281858026,523844400
2015-11-27,26.062843322753906,27.015315096000222,25.841129123270946,26.761925713374314,648140800
2015-12-04,26.282289505004883,27.117115311734896,26.03568883561196,26.083199008814077,798979200
2015-12-11,24.655630111694336,26.10582727018057,24.614906852310035,26.06057997134193,1062157200
2015-12-18,24.44069480895996,24.77779175856552,23.88414489196191,24.639787014960586,892244400
2015-12-25,23.814014434814453,24.757434485859967,23.714468317786633,24.341152135985663,495046000
2016-01-01,21.820844650268555,23.947500736308267,21.816320610292557,23.214483708941682,1091968800
2016-01-08,22.515392303466797,22.893214218328218,21.660205825439274,22.29594106776699,1181205200
2016-01-15,21.786907196044922,22.318570716751207,21.135335055675746,21.764281820891384,1029670000
