Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2010-01-04,6.440330982208252,6.455076781226995,6.391278499172716,6.422876697326148,493729600
2010-01-05,6.451466083526611,6.487879368872802,6.417459939457402,6.458086826968792,601904800
2010-01-06,6.348845958709717,6.4770447941915,6.342225216323105,6.451465054945159,552160000
2010-01-07,6.337109565734863,6.37984305187511,6.291066511579937,6.372319480055896,477131200
2010-01-08,6.379240036010742,6.3798423234804025,6.291367539745052,6.328682844536467,447610800
2010-01-11,6.322967529296875,6.40993762353118,6.273011807524036,6.403918765054223,462229600
2010-01-12,6.251040935516357,6.312733411200337,6.211919573553115,6.295278325516592,594459600
2010-01-13,6.33921480178833,6.347641200412679,6.142102485846587,6.255555513710475,605892000
2010-01-14,6.302502155303955,6.333498868494199,6.290163899676365,6.322966270050092,432894000
2010-01-15,6.197174549102783,6.367805536404338,6.195368891923551,6.34764236456958,594067600
2010-01-19,6.471327304840088,6.475841447952822,6.2365978898712315,6.269399457778435,730007600
2010-01-20,6.371717929840088,6.486674891699071,6.3046088752892695,6.467414949835066,612152800
2010-01-21,6.261574745178223,6.419265602042172,6.2356944607414775,6.382250832690952,608154400
2010-01-22,5.9510087966918945,6.244421252148021,5.933253971692852,6.22275417000318,881767600
2010-01-25,6.111108303070068,6.160160393869574,6.0244387475210655,6.094255900652011,1065699600
2010-01-26,6.197474479675293,6.431301822885293,6.096360104911491,6.197775422489342,1867110000
2010-01-27,6.255856513977051,6.337108667348443,6.004574474146093,6.224859804269056,1722568400
2010-01-28,5.997353553771973,6.184235074027143,5.9795987265158175,6.167082132562241,1173502400
2010-01-29,5.779775619506836,6.084924808953682,5.725306174385902,6.051220016650193,1245952400
2010-02-01,5.86012601852417,5.898344957536001,5.756905029982434,5.789105111892288,749876400
2010-02-02,5.894132137298584,5.907975509525003,5.819500313390166,5.895637253463911,698342400
2010-02-03,5.995548725128174,6.024739788245984,5.850798386666944,5.873368705165813,615328000
2010-02-04,5.779476165771484,5.969667242555499,5.7650309076728465,5.920313414304272,757652000
2010-02-05,5.882094383239746,5.898345298354097,5.74336293336589,5.7969299610829745,850306800
2010-02-08,5.841769695281982,5.954921813326952,5.838158380532967,5.889016926329096,478270800
2010-02-09,5.904063701629639,5.943486015810012,5.86072872799017,5.910984986476872,632886800
2010-02-10,5.871864318847656,5.91640347425465,5.845984028385006,5.895036122723821,370361600
2010-02-11,5.978693962097168,6.011195384693153,5.839962537150459,5.864639446467659,550345600
2010-02-12,6.030155658721924,6.068073658294349,5.8832987465475535,5.961842829839377,655468800
2010-02-16,6.121038436889648,6.129765378733116,6.064462380073955,6.0771015794095895,543737600
2010-02-17,6.095458030700684,6.148422361864562,6.044599093978458,6.144811047887162,436396800
2010-02-18,6.106893539428711,6.135783651748159,6.046405230884648,6.067771370027818,422825200
2010-02-19,6.068976402282715,6.1150198620807625,6.052124001791336,6.074694719136381,415469600
2010-02-22,6.031359672546387,6.093954593351487,5.994344899460681,6.089139908514897,390563600
2010-02-23,5.930245876312256,6.058745701453418,5.8896197840602325,6.01872109329924,575094800
2010-02-24,6.038581848144531,6.062054588549697,5.953717163709801,5.96545393570527,460566400
2010-02-25,6.078906536102295,6.104786817558812,5.9251283562312675,5.939874154055496,665126000
2010-02-26,6.15775203704834,6.174303493267834,6.078907013299251,6.090342440678554,507460800
2010-03-01,6.289259910583496,6.304607189244981,6.1827281721855885,6.1917560540675405,550093600
2010-03-02,6.28504753112793,6.344632603980136,6.25164327896818,6.317548151216819,566546400
2010-03-03,6.299493312835693,6.315744230035706,6.257663855362972,6.287757342888229,372052800
2010-03-04,6.341022491455078,6.347342292449356,6.278427572700077,6.297989263284817,366041200
2010-03-05,6.588993072509766,6.611563384617907,6.45898857299002,6.468317801402433,899620400
2010-03-08,6.592906475067139,6.623300503022702,6.567928615803125,6.620893361581227,429889600
